promoId,rname,startDate,endDate,discount
Special vacay item,Mariu Kebabberia Gastronomica,2019-12-05,2020-06-04,5
Perfect home food,Fatburger,2019-12-04,2020-03-16,15
Romantic stay snack,KFC - Kentucky Fried Chicken,2020-02-14,2020-06-14,10
Chill day snack,Cherry Hill Drive In Ice Cream,2020-09-19,2020-10-10,20
Crazy vacay snack,Sonic Drive-In,2020-04-29,2020-10-14,10
Hot rest snack,Rubio's Coastal Grill,2019-12-05,2020-07-02,50
Cool stay item,Circle Drive In,2019-12-18,2020-09-19,15
Cool quarantine item,Wendys,2020-02-21,2020-05-31,10
Cool quarantine item,Stars Drive-In,2020-04-17,2020-10-23,35
Romantic home snack,Los Verdes,2020-04-06,2020-07-01,35
Chill holiday snack,OMG! Rotisserie,2019-11-10,2019-12-04,50
Blue stay snack,Waffle House,2020-02-20,2020-09-11,35
Perfect rest order,El Tarasco Mexican Food,2020-02-17,2020-08-18,45
White grab order,Twisters,2020-06-08,2020-06-24,25
Smart quarantine item,The Flame Broiler,2019-12-18,2020-04-29,15
Hot home order,Boston Chowda Company,2020-03-01,2020-03-22,15
Good home item,White Castle,2019-11-05,2020-07-07,10
Special stay item,Gold Star Chili,2019-12-03,2020-05-26,15
Blue grab meal,Shloma Inc,2020-07-22,2020-09-30,40
Romantic home food,Chick-fil-a Orange Avenue,2019-12-27,2020-04-30,20
Romantic vacay meal,Food 4 Less,2020-03-14,2020-04-25,10
Chill holiday order,Luna Corner Pizza,2020-03-22,2020-04-11,5
Amazing rest food,SONIC Drive In,2020-01-30,2020-03-03,10
Special home order,Qdoba Mexican Grill,2019-11-18,2019-12-19,35
White grab order,Sonic Drive-In,2019-12-19,2020-02-09,15
Good rest meal,Chicken House,2020-01-13,2020-09-23,10
White rest item,Petro's Chili & Chips,2020-04-25,2020-08-05,20
Hot home order,Gabby's Burgers & Fries,2020-01-10,2020-04-01,35
Smart day item,The Pizza Pipe Line,2019-12-09,2020-02-19,20
Hot day order,Hermosa,2019-12-13,2019-12-16,50
Amazing day order,Topper's Pizza,2020-01-08,2020-04-19,10
Great stay order,Popeyes Louisiana Kitchen,2019-12-12,2020-09-06,25
Good holiday order,Ben & Jerry's,2020-05-31,2020-07-14,50
Special holiday order,Red Robin Gourmet Burgers,2020-01-10,2020-04-08,15
Special grab meal,Checkers,2020-01-25,2020-07-30,10
Great quarantine food,L&L Hawaiian Barbecue,2019-12-05,2020-06-24,40
Hot home order,Gyros Kings,2020-01-25,2020-10-19,20
Special vacay food,Jacks Grocery,2020-01-31,2020-04-16,20
Hot day order,Taco Casa,2020-04-06,2020-10-28,30
Great rest item,Ama Ristorante,2019-11-19,2019-12-15,30
Amazing grab order,TacoTime,2020-04-05,2020-08-08,20
Blue grab snack,Blakes Lotaburger,2020-06-11,2020-07-31,55
Great home order,Yellow Cab Pizza Co.,2020-07-17,2020-09-05,25
Good stay order,Penn Station East Coast Subs,2020-02-22,2020-08-03,55
White rest item,Gabby's Burgers & Fries,2020-01-30,2020-04-01,45
Amazing quarantine item,Omelette House,2020-05-03,2020-06-08,30
Crazy home snack,China King,2020-09-10,2020-10-13,5
Special rest item,A&W All-American Foods,2019-11-22,2020-03-26,25
Crazy grab food,Panda Express,2019-11-26,2020-09-26,40
Special quarantine meal,Don & Millie's,2020-04-28,2020-07-13,15
Crazy stay meal,Burgerville,2020-04-12,2020-07-13,10
Chill holiday snack,Kennedy Fried Chicken & Pizza,2019-12-03,2020-08-16,20
Great rest food,Maui Tacos,2020-02-24,2020-03-08,55
Chill holiday meal,Famous Dave's,2020-08-12,2020-09-07,25
Super vacay meal,Slim Chickens,2020-08-16,2020-10-07,45
Chill holiday item,Port of Subs,2020-05-08,2020-10-21,25
Romantic holiday order,7-11,2019-11-05,2020-03-08,25
Blue quarantine order,Rafael's,2019-12-07,2020-09-12,15
White day meal,Spangle's,2020-04-12,2020-06-02,15
Smart day food,Comilao Lanches Bakery,2020-05-11,2020-06-17,20
Hot day order,Zaxby's,2020-05-22,2020-08-18,45
Chill vacay item,Travelcenters of America,2020-04-20,2020-05-09,10
White quarantine food,Regal Cinemas Tikahtnu  16 IMAX & RPX,2020-06-17,2020-07-16,10
Great quarantine meal,Isabella's Pizzeria,2020-03-21,2020-04-05,50
Super day snack,Jimmy Johns,2019-12-27,2020-06-22,10
White holiday order,Taco Delight,2020-06-18,2020-08-26,30
Chill day meal,Nick's Gyros,2020-08-12,2020-09-11,55
Perfect home item,Hamburger King,2019-11-12,2020-07-22,5
Perfect quarantine order,Meatheads,2020-05-17,2020-07-13,20
Chill day order,Papa Johns,2020-04-03,2020-04-14,50
Romantic stay meal,Shot Tower Inn,2019-11-11,2020-01-08,35
White grab item,Wendy Two Two Eight,2020-04-11,2020-04-14,20
Chill holiday item,Chick-fil-a Magnolia Mall,2019-11-30,2020-01-29,25
Cool holiday snack,Blimpie Subs & Sandwiches,2020-04-19,2020-05-15,40
Amazing day order,Hardee's / Red Burrito,2020-05-20,2020-09-25,5
Special stay meal,Whataburger,2019-11-12,2020-08-24,30
Crazy quarantine meal,Music City Subs,2020-03-21,2020-05-29,15
Crazy day order,Vista Drive In,2019-12-16,2020-02-17,45
Good day meal,Car's Late Night Delivery,2019-12-03,2020-05-13,15
Special grab order,Boston Market 381,2020-01-26,2020-04-25,25
Special quarantine food,Hot Dog Heaven,2019-12-09,2020-02-20,15
Crazy stay snack,Fallguys Burger Company,2020-02-07,2020-07-04,45
Hot day food,Jim's Coney Island,2020-03-27,2020-07-14,50
Great rest order,Mario's Natural Roman Pizza,2020-02-18,2020-05-19,20
Amazing vacay food,Back Yard Burgers,2019-11-19,2020-09-10,30
Amazing day item,Kasa's Pizza,2020-01-08,2020-02-19,5
White stay item,KFC / A&W,2020-01-28,2020-10-05,25
Blue quarantine order,Petro's Chili & Chips,2020-06-11,2020-09-12,20
Hot vacay snack,Bush's Chicken,2019-11-07,2020-02-10,10
Chill vacay item,Dairy Queen Grill & Chill,2020-03-22,2020-09-08,5
Romantic vacay food,Jacks Grocery,2019-11-12,2020-07-02,15
Chill day meal,Taco del Mar,2020-07-27,2020-09-22,30
Special stay food,Chicken Express,2020-01-02,2020-06-16,30
Crazy rest meal,Burger Time,2020-04-06,2020-05-26,30
Perfect grab food,BLIMPIE,2020-06-24,2020-07-31,55
Crazy holiday food,Lion's Choice,2020-02-19,2020-09-13,10
Cool stay item,OMG! Rotisserie,2020-03-28,2020-10-30,35
Great day snack,Sheetz,2019-11-05,2020-05-19,10
Hot holiday item,McDonalds,2020-07-23,2020-09-26,45
White day order,Gabby's Burgers & Fries,2019-12-13,2020-09-03,10
Hot home item,Burger King Salou,2020-01-02,2020-08-08,5
Great day meal,Hot Dog Heaven,2020-02-14,2020-04-18,40
Chill home meal,The People Connection,2019-11-08,2020-02-18,40
Great day snack,31st Avenue Gyro,2020-02-29,2020-10-08,25
Crazy grab food,Your Healthy Habit,2020-09-13,2020-10-22,50
Smart day item,Furr's,2020-02-01,2020-07-31,20
Chill holiday snack,Dairy Cheer,2019-12-09,2020-04-09,25
Great home food,Quizno's +,2020-01-21,2020-06-11,15
Great quarantine snack,Rush's,2019-11-14,2020-10-20,35
Cool rest item,Greek Oven Pizza and Wings,2020-01-26,2020-02-23,40
Perfect vacay snack,El Paragua Restaurant,2019-12-22,2020-03-03,30
Cool holiday snack,Taco Local,2020-01-09,2020-02-01,45
Perfect stay item,A&w,2020-04-17,2020-06-11,55
Blue vacay meal,Smoothie King,2020-08-04,2020-08-12,55
Hot holiday item,Bobby's Burger Palace,2019-12-03,2020-06-24,10
Romantic rest meal,Crystal Restaurant,2020-05-03,2020-10-22,30
Great grab food,Arbys,2020-04-23,2020-10-15,25
Chill rest snack,Custard Hut & Pizza,2020-10-01,2020-10-21,5
Smart vacay item,The Halal Guys,2019-11-11,2020-03-27,30
Special vacay food,Hoka Hoka Bento,2019-11-06,2020-05-18,50
Great home snack,Roly Poly,2020-01-20,2020-04-16,35
Blue quarantine food,Mickey's Gyros & Ribs,2020-03-01,2020-05-19,15
Perfect day snack,El Tarasco Mexican Food,2019-11-05,2020-07-27,40
Special day item,In-A-Tub,2020-01-25,2020-05-20,50
White stay order,Madison Street Subs,2020-04-11,2020-10-10,5
Chill day order,Rahway Chicken & Burger Inc,2020-04-14,2020-05-06,5
Blue quarantine order,SUBWAY,2020-02-21,2020-05-06,10
Perfect day food,Cousins Subs,2019-11-22,2020-06-17,45
Crazy vacay food,Fitness 19,2020-06-30,2020-09-17,10
Chill grab meal,Mickey's Gyros & Ribs,2020-02-22,2020-06-23,15
Cool holiday food,Penn Station East Coast Subs,2020-05-04,2020-06-16,35
Good rest order,Round Table Pizza,2020-04-30,2020-09-30,55
Great grab snack,A&W All-American Foods,2020-04-07,2020-06-05,15
Crazy holiday meal,Gabby's Burgers & Fries,2019-12-26,2020-06-15,25
Amazing home order,Windmill Gourmet Fast Foods,2020-06-17,2020-09-07,5
Romantic rest meal,Quick,2019-11-30,2020-04-14,45
Great quarantine food,Tommy's Sub Shop,2019-11-11,2020-09-05,35
Cool day order,Dominos Pizza,2019-11-18,2020-05-12,15
Good home snack,Baker's Drive Thru,2019-11-28,2020-07-17,25
Crazy quarantine food,Tommy's Sub Shop,2020-02-26,2020-03-27,20
Chill home food,Schlotzsky's,2020-01-03,2020-02-29,35
Blue quarantine order,Cody's Cafe,2020-06-16,2020-07-01,5
Perfect day order,Rocky's,2020-01-06,2020-01-11,25
Perfect stay order,Taco Bueno,2020-04-29,2020-05-31,10
Romantic holiday item,Long John Silver/ A&W,2020-08-09,2020-08-11,45
Crazy vacay snack,Chick-fil-a Magnolia Mall,2020-05-11,2020-06-17,5
Great quarantine order,The Flame Broiler,2019-12-04,2020-09-25,35
White grab order,A&W,2020-08-10,2020-10-20,45
Amazing day meal,Slim Chickens,2020-02-29,2020-10-19,5
Cool stay food,Iceberg Drive Inn,2020-06-01,2020-06-28,45
Great holiday order,Car's Late Night Delivery,2019-11-07,2020-09-26,5
Chill stay item,Pop-A-Nugget,2020-02-06,2020-04-05,45
Special vacay item,Everest,2019-11-30,2020-02-15,15
Crazy grab food,Jack in the Box,2019-11-16,2020-04-30,50
Super stay item,Boston Market 381,2020-05-11,2020-10-06,10
Cool home order,King Grill,2020-06-07,2020-06-08,50
Smart rest item,Gabby's Burgers & Fries,2020-02-23,2020-04-15,25
Blue rest order,Braum's Ice Cream & Dairy Store,2019-11-20,2020-03-15,55
Amazing holiday food,Popeyes,2020-05-05,2020-08-12,50
Cool day meal,Wendy Two Two Eight,2020-01-18,2020-06-28,15
White vacay meal,Costa Vida Fresh Mexican Grill,2020-02-23,2020-10-07,5
Blue day item,Vista Drive In,2020-08-10,2020-10-11,45
Crazy grab snack,Garden Catering,2019-12-25,2020-05-08,50
Blue stay order,Kennedy Fried Chicken & Pizza,2020-03-20,2020-06-08,15
Super rest item,Rally's Hamburgers,2020-02-14,2020-08-21,30
Special grab order,Del Taco,2020-07-07,2020-09-11,55
Romantic rest meal,Lee's Oriental Martial Arts,2020-04-12,2020-09-30,50
Hot day order,Wu's Fine Chinese Cuisine,2020-04-11,2020-04-16,40
Hot day meal,Rocky's,2020-01-04,2020-10-31,5
Amazing quarantine food,Hegenburgers,2020-01-25,2020-07-28,30
Special rest order,Port Of Subs,2020-09-06,2020-09-28,50
Amazing home meal,Blimpie Subs & Sandwiches,2020-04-16,2020-07-25,10
Hot holiday food,Rocky's,2020-01-26,2020-08-08,25
Great quarantine item,Blondies,2020-06-02,2020-06-28,30
Perfect rest order,Mariu Kebabberia Gastronomica,2019-11-03,2019-11-08,35
Blue stay food,Wings And Philly,2020-02-07,2020-04-17,35
Cool holiday order,Bills Place,2019-11-19,2020-09-29,50
Blue quarantine item,Garden Fast Food,2019-11-15,2020-06-27,15
Amazing day item,Steak N Shake,2020-05-04,2020-05-10,5
Romantic home snack,Madison Street Subs,2020-01-12,2020-05-28,45
White rest food,Thrashers French Fries,2020-04-17,2020-05-26,50
Amazing day order,Long John Silver's,2020-01-31,2020-07-22,35
Special holiday item,Pita Pit,2020-02-15,2020-02-16,5
Blue rest order,Boston Market 381,2019-11-16,2020-07-04,20
Cool rest meal,Brixton's,2019-11-28,2020-10-27,30
Perfect day order,Hardees,2020-01-23,2020-02-13,50
Special holiday order,Shot Tower Inn,2019-12-27,2020-07-10,15
White holiday order,Popeye's Chicken & Biscuits,2020-03-08,2020-03-25,25
Crazy day order,McLaren's Pantry,2019-12-16,2020-06-20,25
White rest snack,Rally's Springfield,2019-11-08,2020-04-12,40
Super vacay order,Soulfish Grill,2020-08-28,2020-10-10,15
Hot stay order,Kum Go,2019-12-04,2020-05-17,20
Good home food,Dewey's Pizza,2020-05-24,2020-07-30,40
Super day food,Cousins Subs,2019-12-09,2020-10-27,5
Hot rest order,BLIMPIE,2019-12-30,2020-09-21,15
Cool vacay snack,Yum Brands Inc,2020-04-14,2020-10-25,10
Great quarantine item,World Wrapps,2019-12-18,2020-06-14,20
Blue stay snack,World Wrapps,2019-11-08,2019-12-19,5
Super quarantine item,Gabby's Burgers & Fries,2019-12-08,2020-08-28,35
Smart grab item,Loco Moco Drive-Inn,2020-06-11,2020-09-26,50
Crazy day food,Burger's Landing,2020-10-13,2020-10-26,20
Smart quarantine order,Smoothie King,2020-04-06,2020-08-05,50
Smart grab meal,Hotdoks,2019-12-10,2020-09-08,45
Crazy stay item,Pollo Tropical,2019-12-18,2020-01-12,50
Cool grab meal,Hardee's / Red Burrito,2020-03-21,2020-07-14,40
Special home meal,Dunkin Donuts,2020-05-06,2020-07-23,45
Smart holiday item,Rally's,2020-03-20,2020-07-08,5
Blue holiday snack,Rubio's,2020-10-10,2020-10-15,55
Hot holiday food,Fitness 19,2019-12-09,2020-07-30,35
Romantic quarantine item,Rallys,2020-05-04,2020-07-13,40
Crazy rest snack,Travelcenters of America,2019-12-29,2020-03-28,30
Chill home meal,Fatburger,2020-01-04,2020-10-13,10
White rest snack,Gianni's Pizza,2020-02-01,2020-10-22,10
Chill holiday order,Quizno's +,2020-02-23,2020-07-15,40
Perfect day item,A&W,2020-03-05,2020-08-16,5
Super rest snack,Tommy's Sub Shop,2020-04-22,2020-07-23,20
Romantic grab order,Gabby's Burgers & Fries,2019-11-10,2020-09-28,45
Chill holiday item,Baja Fresh Mexican Grill,2020-04-27,2020-04-29,30
Special day meal,Sunrise Cafe,2020-05-02,2020-09-26,55
Special quarantine order,Popeye's Chicken & Biscuits,2020-07-25,2020-08-05,15
Smart day food,Rocky's,2020-04-06,2020-10-05,35
Smart vacay food,Maria's Fry Bread & Mexican Food,2019-12-12,2020-05-21,50
Hot day item,Food 4 Less,2020-09-13,2020-10-27,25
Chill quarantine food,Pizza Hut,2020-04-10,2020-08-23,15
Special stay meal,Chicken House,2020-04-16,2020-05-31,45
Super rest meal,Your Healthy Habit,2019-11-05,2020-07-11,25
Great grab food,South-A-Philly Steaks and Hoagies,2020-02-13,2020-07-02,45
Blue holiday meal,The Press Club,2020-03-21,2020-05-29,5
White grab order,Bobby's Burger Palace,2020-02-21,2020-08-03,15
Chill stay meal,Bobby's Burger Palace,2020-01-10,2020-10-15,40
Great grab item,Hot Dog Heaven,2020-03-11,2020-06-14,45
Cool quarantine meal,Ny Chicken Fish,2019-12-25,2020-07-31,40
Good rest meal,BIG & little's Restaurant,2020-02-09,2020-08-24,35
Great stay snack,McDonald's,2020-02-22,2020-09-17,55
Great stay order,Mcalister's Deli,2019-11-23,2020-01-20,40
White vacay food,Luxor Food Court,2019-11-09,2020-04-19,50
Smart vacay food,Carl's Jr,2019-12-16,2020-01-09,40
Chill stay snack,Subway Sandwiches,2020-09-26,2020-10-12,25
Romantic grab snack,Ben & Jerry's,2020-02-29,2020-09-15,45
Blue holiday meal,Checker's Drive-in Restaurant,2020-06-28,2020-09-15,50
Super stay food,KFC - Kentucky Fried Chicken,2019-11-26,2020-05-10,45
Super quarantine food,Sensenig Poultry LLC,2020-04-19,2020-08-29,30
Crazy grab food,Meatheads,2020-05-17,2020-05-29,20
Amazing home food,Tom's Grill,2020-03-01,2020-06-07,25
White day meal,Bamboo Bistro,2020-02-06,2020-05-26,30
Crazy rest item,Papa Johns,2020-02-15,2020-06-11,55
Chill day snack,Bob Evans Restaurant,2019-12-04,2019-12-26,35
Blue stay snack,SUBWAY®,2020-03-07,2020-09-07,30
Romantic quarantine snack,Jack in the Box,2019-11-28,2020-10-18,10
Good stay item,Kfc,2019-11-12,2020-03-06,5
Special rest meal,Bamboo Bistro,2020-05-26,2020-06-14,20
Romantic quarantine item,Froots,2020-01-04,2020-10-06,25
Special vacay order,Crispy Chicken & Seafood,2019-12-17,2020-08-03,40
Smart stay snack,Crispy Chicken & Seafood,2019-11-05,2020-10-14,45
Great grab food,Slim Chickens,2020-05-29,2020-10-13,55
Cool day food,Custard Hut & Pizza,2020-01-19,2020-10-06,35
Smart quarantine item,Boston Market 381,2019-12-23,2020-05-21,15
Special home item,Jack Pirtles Chicken,2020-03-21,2020-09-19,50
White stay food,b.good,2020-04-25,2020-05-14,40
Cool grab snack,Pizza Barn,2020-05-13,2020-08-21,40
Perfect vacay order,Carl's Jr / Green Burrito,2020-01-25,2020-10-30,25
Special quarantine meal,Kentucky Fried Chicken,2020-04-17,2020-06-12,5
White quarantine meal,Rahway Chicken & Burger Inc,2020-09-12,2020-09-25,45
White quarantine item,Soulfish Grill,2020-03-29,2020-04-22,45
Hot grab meal,Sensenig Poultry LLC,2020-01-09,2020-08-31,10
Good vacay meal,Little Caesar's Pizza Smithfield,2020-03-14,2020-10-15,20
Hot vacay snack,Foster's Freeze,2020-06-12,2020-10-06,10
Hot stay food,Golden Chick,2020-02-13,2020-09-30,30
Chill quarantine meal,Port Of Subs,2020-06-15,2020-06-28,30
Perfect home meal,Fresh City,2020-03-08,2020-04-16,45
Special stay snack,Chick-fil-a Superstition Springs Center,2020-06-02,2020-09-15,10
Hot rest item,Rally's,2020-07-31,2020-09-11,50
Smart rest snack,Taco Mayo,2020-05-05,2020-09-25,35
Chill rest item,Papa John’s Pizza,2020-03-24,2020-04-21,10
Hot stay meal,Dairy Freeze,2019-11-13,2020-06-22,20
Smart vacay item,Nielsen's Frozen Custard,2020-06-08,2020-08-28,55
White home item,Hot Dog Heaven,2019-11-08,2020-09-20,25
Crazy quarantine food,Mickey's Gyros & Ribs,2019-12-19,2020-10-10,45
Romantic vacay order,Raising Cane's Chicken Fingers,2020-03-20,2020-06-02,20
White day food,Twisters,2020-04-25,2020-04-28,55
Amazing day food,Long John Silvers / A&W,2020-04-06,2020-08-31,5
Perfect day order,31st Avenue Gyro,2020-06-17,2020-10-24,35
Blue holiday snack,Comilao Lanches Bakery,2020-05-14,2020-06-06,15
Amazing holiday item,Subway (johnson) @ Jonesboro,2020-09-13,2020-09-26,25
Super holiday snack,Charkies,2019-12-27,2020-07-04,20
Great day meal,KFC,2020-03-05,2020-04-05,55
Smart stay snack,Ben & Jerry's,2019-11-30,2019-12-12,35
Romantic holiday meal,Foster's Freeze,2019-12-23,2020-08-23,20
Special holiday food,Petro's Chili & Chips,2019-11-23,2020-04-19,30
Amazing vacay snack,Portillo's,2020-03-20,2020-07-10,5
Blue rest item,P. Terry's,2019-12-09,2020-09-25,15
Good vacay snack,Food 4 Less,2020-06-06,2020-08-16,35
Amazing quarantine meal,Gabby's Burgers & Fries,2020-03-20,2020-04-27,30
Good holiday item,KFC / A&W,2019-11-22,2019-12-03,35
Smart home order,Hotdoks,2020-04-05,2020-05-01,10
Good grab order,Bob Evans,2019-12-17,2020-02-15,25
Cool vacay item,Rancher's Roast Beef Inc.,2020-04-28,2020-10-16,5
White day meal,Topper's Pizza,2020-04-24,2020-09-17,50
Chill holiday order,Fitness 19,2020-05-22,2020-09-30,10
Special day order,Mcdonald's #25557,2020-02-28,2020-10-05,20
Super stay item,Skyline Chili,2020-06-24,2020-10-31,35
Cool home item,b.good,2020-02-05,2020-09-24,40
Amazing stay meal,Quiznos,2019-12-04,2020-08-05,55
Great stay snack,Cypress Best,2019-11-17,2019-12-19,40
Romantic vacay order,Captain D's,2020-09-26,2020-10-24,5
Perfect vacay order,Papa Johns Pizza,2020-09-15,2020-09-27,35
Amazing holiday item,KFC/Taco Bell,2020-05-06,2020-06-14,20
Chill quarantine order,Subway,2020-05-21,2020-09-11,5
Smart stay item,Roly Poly,2019-11-29,2020-01-09,5
Smart vacay meal,Great Steak,2020-02-03,2020-03-05,10
Chill vacay snack,Nielsen's Frozen Custard,2019-12-12,2020-10-27,50
Special holiday food,Boston Market 381,2020-05-21,2020-07-21,30
Smart quarantine order,King Grill,2020-04-09,2020-08-21,15
Smart stay meal,The Pizza Pipe Line,2020-08-30,2020-09-10,5
Crazy day food,Baja Fresh,2020-06-13,2020-10-27,35
Super vacay item,Dairy Cheer,2020-03-04,2020-07-27,25
Chill holiday food,Steak Escape,2020-04-27,2020-06-29,45
Romantic holiday order,Chick-fil-a Magnolia Mall,2020-02-23,2020-08-22,50
Crazy home order,Mayfair Boardwalk Grill,2020-03-08,2020-07-30,45
Smart stay order,Cousins Subs,2020-02-06,2020-07-04,45
Super quarantine order,Domino's Pizza,2019-11-30,2020-08-17,20
White vacay order,Ny Chicken Fish,2020-05-20,2020-10-07,45
Good grab meal,Woody's Sloppy Dogs,2020-01-30,2020-08-27,40
Super holiday item,D'angelo Grilled Sandwiches,2019-12-31,2020-04-09,40
Romantic home meal,Jim Bob's Chicken Fingers,2020-01-26,2020-08-08,5
Chill home meal,Papagus Gyros,2020-03-11,2020-06-24,50
Crazy home snack,DQ Woodlands,2020-04-09,2020-08-28,50
Good day food,Steak 'N Shake,2020-07-30,2020-08-15,30
Cool home food,Richie's Restaurant,2019-11-26,2020-10-05,50
Hot stay food,Runza,2020-07-23,2020-10-23,5
Amazing day order,Popeye's Louisiana Kitchen,2020-10-24,2020-10-24,5
Hot grab item,Original Tracks,2020-07-11,2020-07-19,15
Chill quarantine meal,Ryan's,2020-03-28,2020-08-21,30
Good grab item,AJ's Hotdogs & Gyros,2020-03-27,2020-10-05,10
Good holiday item,Sbarro,2020-02-17,2020-05-24,25
White quarantine order,Kerby's Koney Island,2020-01-09,2020-07-25,10
Cool quarantine food,Long John Silver's / A&W,2020-02-07,2020-10-07,35
Super stay order,Rich's Mighty Fine Burgers Grub,2020-07-24,2020-10-06,20
Cool vacay meal,Mcdonalds,2019-12-04,2020-02-04,50
Smart day order,Hot Dog On A Stick,2020-09-26,2020-10-30,55
Crazy holiday meal,L&L Hawaiian Barbecue,2019-11-22,2019-12-28,55
Crazy holiday food,Thunder Ridge Ampride,2020-01-14,2020-10-11,40
White quarantine food,The Great Steak & Potato Co.,2020-07-23,2020-09-13,25
Special home order,Subway Sandwiches and Salads,2019-12-03,2019-12-25,10
Blue holiday item,Waffle House,2019-12-26,2020-06-20,50
Romantic rest meal,In-N-Out Burger,2020-03-08,2020-07-01,15
Hot vacay meal,Greek Oven Pizza and Wings,2020-03-21,2020-09-12,55
Amazing holiday item,Dual - Carls / Grn Burrito 1100654,2020-01-07,2020-05-05,15
Great quarantine order,Charley's Grilled Subs,2019-11-18,2020-03-06,5
Amazing holiday food,Kfc,2020-08-19,2020-08-24,25
Crazy rest item,Sheetz,2019-11-05,2020-07-23,35
Blue quarantine food,Omega Drive-In,2020-02-22,2020-07-20,50
Super holiday food,McDonald's of Mililani Mauka,2020-02-02,2020-05-08,50
Smart rest item,Jersey Mike's Subs,2019-11-10,2020-08-23,50
Hot stay order,Frisch's Big Boy,2019-12-16,2020-09-25,15
Crazy day item,Shoney's on the Go,2020-02-06,2020-05-21,55
Super rest meal,Bush's Chicken,2019-11-02,2020-07-01,30
Amazing stay snack,El Pollo Loco,2020-02-22,2020-03-31,50
Super day snack,Ernie's All American Burger,2020-04-12,2020-06-30,10
Chill quarantine order,Burger's Landing,2020-04-29,2020-08-30,15
Perfect grab snack,Tasty Carryout,2019-12-16,2020-09-26,35
Crazy home food,Boston Market,2019-11-12,2020-08-15,55
Amazing home meal,Roly Poly,2019-12-18,2020-01-11,25
Amazing grab order,Mc Donalds,2020-07-21,2020-08-30,40
Crazy rest item,Lee's Oriental Martial Arts,2020-04-29,2020-08-31,5
Romantic quarantine item,A&w,2020-02-27,2020-02-27,50
Hot vacay item,Subway - Roland Park,2019-11-21,2020-10-17,55
Hot grab meal,Taco Del Mar,2020-04-03,2020-08-29,10
Good grab item,Long John Silvers / A&W,2020-01-02,2020-03-11,35
White day item,A&w Restaurant,2019-11-08,2020-10-17,20
Smart holiday meal,Los Verdes,2019-11-02,2020-10-30,25
Hot quarantine item,McDonalds,2020-04-08,2020-08-26,40
Perfect holiday meal,Mariu Kebabberia Gastronomica,2020-07-21,2020-09-08,40
Special quarantine snack,Rubio's Coastal Grill,2020-04-06,2020-05-11,55
Amazing home order,Nielsen's Frozen Custard,2019-11-13,2020-09-28,55
Romantic vacay order,Wings N' More Wings,2020-04-29,2020-05-21,35
Romantic rest food,Meatheads,2020-05-11,2020-09-11,55
Hot holiday snack,Sensenig Poultry LLC,2020-06-01,2020-09-24,40
Perfect vacay food,Blondies,2020-01-14,2020-05-09,5
Chill stay item,Nino's Pizza,2020-04-06,2020-09-08,50
Chill stay meal,Wingstop,2020-01-06,2020-08-24,50
Perfect rest item,Maria's Fry Bread & Mexican Food,2020-01-17,2020-04-16,40
Great stay meal,Kfc,2020-04-01,2020-04-30,30
Amazing rest snack,Sonic Drive in,2020-09-11,2020-10-27,30
Romantic home snack,Baker's Drive Thru,2020-02-28,2020-04-06,25
Hot home snack,The Flame Broiler,2019-12-19,2020-07-10,15
Amazing holiday snack,McLaren's Pantry,2020-02-06,2020-04-02,30
Amazing day order,Braum's Ice Cream & Dairy Store,2020-01-12,2020-02-15,15
Hot vacay meal,Kettle Restaurant,2020-06-09,2020-09-08,25
Great quarantine food,Italian Pizzeria Restaurant,2020-04-01,2020-09-17,45
Smart vacay snack,Wu's Fine Chinese Cuisine,2020-04-06,2020-06-11,15
Good stay meal,Blimpie,2020-02-28,2020-06-04,5
Crazy quarantine food,Buds Chicken & Seafood,2019-11-08,2020-07-04,35
Romantic holiday item,The Pita Pit,2020-06-27,2020-08-03,35
Great vacay snack,Bb&t,2020-05-10,2020-06-13,10
Chill home meal,Steak 'n Shake,2020-05-08,2020-07-17,55
Good home snack,Regal Cinemas Tikahtnu  16 IMAX & RPX,2020-04-14,2020-08-25,40
Good vacay food,Omega Drive-In,2020-05-27,2020-09-11,40
Amazing quarantine food,Hometown Buffet,2019-11-26,2020-01-29,45
Crazy rest snack,Bad Daddys Burger Bar,2020-07-13,2020-10-22,10
Hot rest food,Cinnabon,2020-05-20,2020-08-09,25
White holiday item,Arby's Antigo,2020-03-16,2020-09-26,50
Chill rest food,McLaren's Pantry,2020-08-07,2020-08-21,55
Crazy rest meal,Rubio's,2020-01-24,2020-10-04,5
Chill grab food,Love's,2020-04-02,2020-10-24,40
Romantic rest meal,B. Good,2020-03-05,2020-03-26,5
Amazing stay order,Pick Up Stix,2020-03-17,2020-10-28,10
Smart stay item,Elevation Burger,2020-03-20,2020-05-21,35
Hot vacay order,Kings Contrivance Jewelers,2019-11-10,2019-11-30,25
Super holiday item,OMG! Rotisserie,2019-11-12,2020-03-03,15
Amazing quarantine meal,China Buddha Inn II,2020-06-08,2020-10-18,10
Good quarantine meal,Baja Fresh Mexican Grill,2019-12-19,2020-08-18,5
Romantic holiday food,Great Steak And Potato Co,2019-11-09,2020-09-14,25
Cool grab item,The Break Away Sports Cafe,2020-02-08,2020-05-28,10
Romantic home meal,Baskin-Robbins,2020-01-07,2020-02-04,15
Romantic rest food,Bush's Chicken,2019-11-08,2020-02-01,10
Blue stay item,Firehouse Subs,2020-01-13,2020-06-28,55
